text,label,clean_text
ভিডিওটা শেষ পর্যন্ত নিজেকে খুব একা মনে হয়,depression,ভিডিওটা শেষ পর্যন্ত নিজেকে খুব একা মনে হয়
আজকে কমেন্ট পড়ার পর মনটা খারাপ করে দিল,sad,আজকে কমেন্ট পড়ার পর মনটা খারাপ করে দিল
এই বিষয়টা শেষ পর্যন্ত মনে হয় কেউ বোঝে না,depression,এই বিষয়টা শেষ পর্যন্ত মনে হয় কেউ বোঝে না
আজকের দিনটা আজকাল মনটা খারাপ করে দিল,sad,আজকের দিনটা আজকাল মনটা খারাপ করে দিল
এই বিষয়টা দেখার পর মনটা খারাপ করে দিল,sad,এই বিষয়টা দেখার পর মনটা খারাপ করে দিল
এই বিষয়টা সত্যি বলতে মনটা ভালো করে দিল,happy,এই বিষয়টা সত্যি বলতে মনটা ভালো করে দিল
এই ব্লগটা শেষ পর্যন্ত কিছু করতে ইচ্ছা করে না,depression,এই ব্লগটা শেষ পর্যন্ত কিছু করতে ইচ্ছা করে না
এই বিষয়টা সত্যি বলতে মোটামুটি লাগলো,neutral,এই বিষয়টা সত্যি বলতে মোটামুটি লাগলো
এই পোস্টটা শেষ পর্যন্ত সবকিছু অর্থহীন লাগে,depression,এই পোস্টটা শেষ পর্যন্ত সবকিছু অর্থহীন লাগে
আজকে শেষ পর্যন্ত মোটামুটি লাগলো,neutral,আজকে শেষ পর্যন্ত মোটামুটি লাগলো
কমেন্টগুলো আজ অনেক আনন্দ দিল,happy,কমেন্টগুলো আজ অনেক আনন্দ দিল
কমেন্টগুলো সত্যি বলতে খারাপ লাগছে,sad,কমেন্টগুলো সত্যি বলতে খারাপ লাগছে
এই খবরটা আজ খারাপ না,neutral,এই খবরটা আজ খারাপ না
এই ব্লগটা শেষ পর্যন্ত খারাপ না,neutral,এই ব্লগটা শেষ পর্যন্ত খারাপ না
আজকে আজকাল মনে হয় কেউ বোঝে না,depression,আজকে আজকাল মনে হয় কেউ বোঝে না
এই টপিকটা কমেন্ট পড়ার পর দেখলাম,neutral,এই টপিকটা কমেন্ট পড়ার পর দেখলাম
আজকে দেখার পর মনে হয় কেউ বোঝে না,depression,আজকে দেখার পর মনে হয় কেউ বোঝে না
আজকে ভাবতে বসে জীবনটা খুব ফাঁকা লাগে,depression,আজকে ভাবতে বসে জীবনটা খুব ফাঁকা লাগে
এই বিষয়টা আজকাল সবকিছু ছেড়ে দিতে ইচ্ছা করে,depression,এই বিষয়টা আজকাল সবকিছু ছেড়ে দিতে ইচ্ছা করে
আজকে আজ ভীষণ পছন্দ হয়েছে,happy,আজকে আজ ভীষণ পছন্দ হয়েছে
এই পোস্টটা আজ ভালো লাগেনি,sad,এই পোস্টটা আজ ভালো লাগেনি
ভিডিওটা পুরোটা দেখে আরও জানা দরকার,neutral,ভিডিওটা পুরোটা দেখে আরও জানা দরকার
এই ব্লগটা ভাবতে বসে সত্যিই উপভোগ করেছি,happy,এই ব্লগটা ভাবতে বসে সত্যিই উপভোগ করেছি
