text,label
এই গল্পটা পুরোটা দেখে কিছু করতে ইচ্ছা করে না,depression
আজকের দিনটা কমেন্ট পড়ার পর কিছুই ভালো লাগে না,depression
আজকে দেখার পর ভালো লাগেনি,sad
আজকের দিনটা শেষ পর্যন্ত সবকিছু অর্থহীন লাগে,depression
আজকের দিনটা ভাবতে বসে অসাধারণ হয়েছে,happy
এই বিষয়টা শেষ পর্যন্ত খারাপ না,neutral
এই পোস্টটা শেষ পর্যন্ত সবকিছু খুব ভারী লাগে,depression
কমেন্টগুলো শেষ পর্যন্ত দারুণ লেগেছে,happy
এই খবরটা পুরোটা দেখে মোটামুটি লাগলো,neutral
এই বিষয়টা সত্যি বলতে বুঝতে চেষ্টা করছি,neutral
এই ব্লগটা ভাবতে বসে পড়লাম,neutral
কমেন্টগুলো কমেন্ট পড়ার পর খারাপ লাগছে,sad
আজকে পুরোটা দেখে দেখলাম,neutral
আজকের দিনটা আজকাল মনটা ভালো করে দিল,happy
এই বিষয়টা সত্যি বলতে অনেক আনন্দ দিল,happy
আজকে আজ নিজেকে খুব একা মনে হয়,depression
এই বিষয়টা পুরোটা দেখে আরও জানা দরকার,neutral
এই ব্লগটা পুরোটা দেখে খুব কষ্ট লাগলো,sad
আজকে আজকাল মাঝামাঝি মনে হলো,neutral
এই বিষয়টা পুরোটা দেখে ভীষণ পছন্দ হয়েছে,happy
ভিডিওটা আজ নিজেকে খুব একা মনে হয়,depression
এই খবরটা আজ দুঃখ পেলাম,sad
আজকের দিনটা আজকাল দেখলাম,neutral
কমেন্টগুলো দেখার পর অসাধারণ হয়েছে,happy
এই পোস্টটা ভাবতে বসে কোনো আগ্রহ পাই না,depression
এই খবরটা সত্যি বলতে দারুণ কাজ,happy
আজকে সত্যি বলতে ভালো লাগেনি,sad
এই টপিকটা সত্যি বলতে অসাধারণ হয়েছে,happy
আজকে সত্যি বলতে ভীষণ পছন্দ হয়েছে,happy
এই পোস্টটা শেষ পর্যন্ত ভীষণ পছন্দ হয়েছে,happy
এই খবরটা দেখার পর দুঃখ পেলাম,sad
এই গল্পটা পুরোটা দেখে নিজেকে খুব একা মনে হয়,depression
আজকের দিনটা দেখার পর নোট করলাম,neutral
এই পোস্টটা দেখার পর মাঝামাঝি মনে হলো,neutral
কমেন্টগুলো সত্যি বলতে সত্যিই উপভোগ করেছি,happy
আজকে আজ জীবনটা খুব ফাঁকা লাগে,depression
এই বিষয়টা আজকাল ঠিকই আছে,neutral
আজকে শেষ পর্যন্ত অনেক আনন্দ দিল,happy
এই পোস্টটা ভাবতে বসে খারাপ লাগছে,sad
এই গল্পটা কমেন্ট পড়ার পর কোনো আগ্রহ পাই না,depression
এই পোস্টটা কমেন্ট পড়ার পর ভালো লাগেনি,sad
আজকের দিনটা ভাবতে বসে আরও জানা দরকার,neutral
ভিডিওটা সত্যি বলতে সবকিছু খুব ভারী লাগে,depression
কমেন্টগুলো কমেন্ট পড়ার পর খারাপ না,neutral
কমেন্টগুলো সত্যি বলতে অনেক আনন্দ দিল,happy
এই গল্পটা কমেন্ট পড়ার পর দুঃখ পেলাম,sad
এই বিষয়টা ভাবতে বসে অসাধারণ হয়েছে,happy
